act1,act2,experiment,seed,accuracy,precision,recall,f1,best_epoch,stop_epoch
GELU,SiLU,BiLSTM+BiLSTM,20,86.73,84.92,89.32,87.07,6,9
GELU,Mish,BiLSTM+BiLSTM,20,87.44,85.27,90.52,87.82,6,9
GELU,SELU,BiLSTM+BiLSTM,20,87.5,85.77,89.92,87.8,6,9
GELU,PReLU,BiLSTM+BiLSTM,20,85.37,82.74,89.38,85.93,3,6
GELU,Hardswish,BiLSTM+BiLSTM,20,85.23,84.37,86.48,85.41,4,7
SiLU,ReLU,BiLSTM+BiLSTM,20,86.57,88.44,84.14,86.24,6,9
SiLU,ELU,BiLSTM+BiLSTM,20,87.48,87.32,87.7,87.51,6,9
SiLU,LeakyReLU,BiLSTM+BiLSTM,20,87.13,86.89,87.46,87.17,7,10
SiLU,Tanh,BiLSTM+BiLSTM,20,87.29,88.17,86.14,87.14,6,9
SiLU,GELU,BiLSTM+BiLSTM,20,85.86,85.13,86.9,86.01,5,8
SiLU,SiLU,BiLSTM+BiLSTM,20,86.77,88.25,84.84,86.51,7,10
SiLU,Mish,BiLSTM+BiLSTM,20,87.48,87.27,87.76,87.51,5,8
SiLU,SELU,BiLSTM+BiLSTM,20,86.29,89.28,82.48,85.75,5,8
SiLU,PReLU,BiLSTM+BiLSTM,20,87.28,86.91,87.78,87.34,7,10
SiLU,Hardswish,BiLSTM+BiLSTM,20,87.21,87.23,87.18,87.21,6,9
Mish,ReLU,BiLSTM+BiLSTM,20,86.73,87.29,85.98,86.63,7,10
Mish,ELU,BiLSTM+BiLSTM,20,87.61,87.51,87.74,87.63,6,9
Mish,LeakyReLU,BiLSTM+BiLSTM,20,86.62,83.63,91.06,87.19,4,7
Mish,Tanh,BiLSTM+BiLSTM,20,87.18,87.08,87.32,87.2,7,10
Mish,GELU,BiLSTM+BiLSTM,20,87.45,86.28,89.06,87.65,6,9
Mish,SiLU,BiLSTM+BiLSTM,20,87.64,86.59,89.08,87.82,5,8
Mish,Mish,BiLSTM+BiLSTM,20,87.56,88.34,86.54,87.43,7,10
Mish,SELU,BiLSTM+BiLSTM,20,87.23,88.74,85.28,86.98,5,8
Mish,PReLU,BiLSTM+BiLSTM,20,86.68,86.45,87.0,86.72,7,10
Mish,Hardswish,BiLSTM+BiLSTM,20,87.32,85.95,89.22,87.56,4,7
SELU,ReLU,BiLSTM+BiLSTM,20,86.61,84.78,89.24,86.95,4,7
SELU,ELU,BiLSTM+BiLSTM,20,85.78,87.43,83.58,85.46,7,10
SELU,LeakyReLU,BiLSTM+BiLSTM,20,87.23,86.71,87.94,87.32,5,8
SELU,Tanh,BiLSTM+BiLSTM,20,86.8,89.27,83.66,86.37,5,8
SELU,GELU,BiLSTM+BiLSTM,20,86.72,86.63,86.84,86.74,7,10
SELU,SiLU,BiLSTM+BiLSTM,20,87.04,85.84,88.72,87.25,7,10
SELU,Mish,BiLSTM+BiLSTM,20,87.31,86.19,88.86,87.5,4,7
SELU,SELU,BiLSTM+BiLSTM,20,86.92,85.58,88.8,87.16,5,8
SELU,PReLU,BiLSTM+BiLSTM,20,87.17,86.51,88.08,87.29,7,10
SELU,Hardswish,BiLSTM+BiLSTM,20,87.44,86.22,89.12,87.65,6,9
PReLU,ReLU,BiLSTM+BiLSTM,20,87.16,87.7,86.44,87.07,5,8
PReLU,ELU,BiLSTM+BiLSTM,20,87.35,87.75,86.82,87.28,6,9
PReLU,LeakyReLU,BiLSTM+BiLSTM,20,87.09,88.92,84.74,86.78,5,8
PReLU,Tanh,BiLSTM+BiLSTM,20,87.02,87.3,86.64,86.97,6,9
PReLU,GELU,BiLSTM+BiLSTM,20,87.19,88.3,85.74,87.0,6,9
PReLU,SiLU,BiLSTM+BiLSTM,20,87.63,89.03,85.84,87.4,6,9
PReLU,Mish,BiLSTM+BiLSTM,20,87.2,89.09,84.78,86.88,6,9
PReLU,SELU,BiLSTM+BiLSTM,20,87.19,85.18,90.04,87.54,4,7
PReLU,PReLU,BiLSTM+BiLSTM,20,86.26,87.88,84.12,85.96,7,10
PReLU,Hardswish,BiLSTM+BiLSTM,20,86.58,90.16,82.12,85.95,5,8
Hardswish,ReLU,BiLSTM+BiLSTM,20,86.96,87.68,86.0,86.83,7,10
Hardswish,ELU,BiLSTM+BiLSTM,20,86.42,87.39,85.12,86.24,5,8
Hardswish,LeakyReLU,BiLSTM+BiLSTM,20,85.3,82.34,89.88,85.94,4,7
Hardswish,Tanh,BiLSTM+BiLSTM,20,86.85,85.2,89.2,87.15,7,10
Hardswish,GELU,BiLSTM+BiLSTM,20,85.77,86.29,85.06,85.67,4,7
Hardswish,SiLU,BiLSTM+BiLSTM,20,86.96,86.19,88.02,87.1,7,10
Hardswish,Mish,BiLSTM+BiLSTM,20,86.2,87.77,84.12,85.91,6,9
Hardswish,SELU,BiLSTM+BiLSTM,20,87.58,86.92,88.48,87.69,6,9
Hardswish,PReLU,BiLSTM+BiLSTM,20,86.19,88.23,83.52,85.81,5,8
Hardswish,Hardswish,BiLSTM+BiLSTM,20,87.4,87.0,87.94,87.47,6,9
